lon,lat,mean
-8.21787,41.8,0.077
-8.21787,41.9,0.076
-8.21787,42,0.075
-8.21787,42.1,0.075
-8.21787,42.2,0.074
-8.11787,36.9,0.258
-8.11787,37,0.244
-8.11787,37.1,0.247
-8.11787,37.2,0.236
-8.11787,37.3,0.223
-8.11787,37.4,0.208
-8.11787,37.5,0.192
-8.11787,37.6,0.182
-8.11787,37.7,0.175
-8.11787,37.8,0.17
-8.11787,37.9,0.167
-8.11787,38,0.164
-8.11787,38.1,0.163
-8.11787,38.2,0.162
-8.11787,38.3,0.157
-8.11787,38.4,0.157
-8.11787,38.5,0.157
-8.11787,38.6,0.155
-8.11787,38.7,0.153
-8.11787,38.8,0.15
-8.11787,38.9,0.15
-8.11787,39,0.148
-8.11787,39.1,0.144
-8.11787,39.2,0.142
-8.11787,39.3,0.139
-8.11787,39.4,0.135
-8.11787,39.5,0.129
-8.11787,39.6,0.123
-8.11787,39.7,0.117
-8.11787,39.8,0.114
-8.11787,39.9,0.108
-8.11787,40,0.106
-8.11787,40.1,0.103
-8.11787,40.2,0.101
-8.11787,40.3,0.098
-8.11787,40.4,0.094
-8.11787,40.5,0.093
-8.11787,40.6,0.091
-8.11787,40.7,0.089
-8.11787,40.8,0.087
-8.11787,40.9,0.085
-8.11787,41,0.084
-8.11787,41.1,0.082
-8.11787,41.2,0.081
-8.11787,41.3,0.079
-8.11787,41.4,0.078
-8.11787,41.5,0.077
-8.11787,41.6,0.077
-8.11787,41.7,0.077
-8.11787,41.8,0.076
-8.11787,41.9,0.076
-8.11787,42,0.075
-8.11787,42.1,0.075
-8.11787,42.2,0.074
-8.01787,36.9,0.26
-8.01787,37,0.245
-8.01787,37.1,0.246
-8.01787,37.2,0.234
-8.01787,37.3,0.22
-8.01787,37.4,0.205
-8.01787,37.5,0.19
-8.01787,37.6,0.179
-8.01787,37.7,0.172
-8.01787,37.8,0.168
-8.01787,37.9,0.164
-8.01787,38,0.162
-8.01787,38.1,0.16
-8.01787,38.2,0.158
-8.01787,38.3,0.155
-8.01787,38.4,0.154
-8.01787,38.5,0.152
-8.01787,38.6,0.151
-8.01787,38.7,0.147
-8.01787,38.8,0.146
-8.01787,38.9,0.145
-8.01787,39,0.142
-8.01787,39.1,0.137
-8.01787,39.2,0.134
-8.01787,39.3,0.133
-8.01787,39.4,0.127
-8.01787,39.5,0.122
-8.01787,39.6,0.119
-8.01787,39.7,0.114
-8.01787,39.8,0.108
-8.01787,39.9,0.106
-8.01787,40,0.102
-8.01787,40.1,0.101
-8.01787,40.2,0.097
-8.01787,40.3,0.095
-8.01787,40.4,0.093
-8.01787,40.5,0.091
-8.01787,40.6,0.089
-8.01787,40.7,0.088
-8.01787,40.8,0.086
-8.01787,40.9,0.084
-8.01787,41,0.083
-8.01787,41.1,0.081
-8.01787,41.2,0.08
-8.01787,41.3,0.078
-8.01787,41.4,0.077
-8.01787,41.5,0.076
-8.01787,41.6,0.076
-8.01787,41.7,0.076
-8.01787,41.8,0.076
-8.01787,41.9,0.075
-8.01787,42,0.075
-8.01787,42.1,0.074
-8.01787,42.2,0.074
-7.91787,36.9,0.262
-7.91787,37,0.245
-7.91787,37.1,0.245
-7.91787,37.2,0.233
-7.91787,37.3,0.218
-7.91787,37.4,0.2
-7.91787,37.5,0.186
-7.91787,37.6,0.177
-7.91787,37.7,0.171
-7.91787,37.8,0.165
-7.91787,37.9,0.162
-7.91787,38,0.16
-7.91787,38.1,0.157
-7.91787,38.2,0.153
-7.91787,38.3,0.152
-7.91787,38.4,0.151
-7.91787,38.5,0.149
-7.91787,38.6,0.144
-7.91787,38.7,0.143
-7.91787,38.8,0.142
-7.91787,38.9,0.139
-7.91787,39,0.135
-7.91787,39.1,0.132
-7.91787,39.2,0.13
-7.91787,39.3,0.126
-7.91787,39.4,0.122
-7.91787,39.5,0.118
-7.91787,39.6,0.114
-7.91787,39.7,0.111
-7.91787,39.8,0.106
-7.91787,39.9,0.104
-7.91787,40,0.1
-7.91787,40.1,0.098
-7.91787,40.2,0.096
-7.91787,40.3,0.093
-7.91787,40.4,0.091
-7.91787,40.5,0.089
-7.91787,40.6,0.088
-7.91787,40.7,0.086
-7.91787,40.8,0.085
-7.91787,40.9,0.083
-7.91787,41,0.082
-7.91787,41.1,0.08
-7.91787,41.2,0.079
-7.91787,41.3,0.077
-7.91787,41.4,0.076
-7.91787,41.5,0.075
-7.91787,41.6,0.074
-7.91787,41.7,0.074
-7.91787,41.8,0.074
-7.91787,41.9,0.074
-7.91787,42,0.074
-7.91787,42.1,0.074
-7.91787,42.2,0.074
-7.81787,36.9,0.263
-7.81787,37,0.245
-7.81787,37.1,0.245
-7.81787,37.2,0.231
-7.81787,37.3,0.213
-7.81787,37.4,0.195
-7.81787,37.5,0.183
-7.81787,37.6,0.175
-7.81787,37.7,0.168
-7.81787,37.8,0.163
-7.81787,37.9,0.16
-7.81787,38,0.156
-7.81787,38.1,0.151
-7.81787,38.2,0.15
-7.81787,38.3,0.149
-7.81787,38.4,0.147
-7.81787,38.5,0.143
-7.81787,38.6,0.14
-7.81787,38.7,0.139
-7.81787,38.8,0.139
-7.81787,38.9,0.132
-7.81787,39,0.129
-7.81787,39.1,0.128
-7.81787,39.2,0.126
-7.81787,39.3,0.122
-7.81787,39.4,0.116
-7.81787,39.5,0.114
-7.81787,39.6,0.11
-7.81787,39.7,0.105
-7.81787,39.8,0.104
-7.81787,39.9,0.102
-7.81787,40,0.098
-7.81787,40.1,0.095
-7.81787,40.2,0.093
-7.81787,40.3,0.091
-7.81787,40.4,0.089
-7.81787,40.5,0.088
-7.81787,40.6,0.086
-7.81787,40.7,0.085
-7.81787,40.8,0.083
-7.81787,40.9,0.082
-7.81787,41,0.081
-7.81787,41.1,0.079
-7.81787,41.2,0.078
-7.81787,41.3,0.077
-7.81787,41.4,0.076
-7.81787,41.5,0.075
-7.81787,41.6,0.074
-7.81787,41.7,0.073
-7.81787,41.8,0.073
-7.81787,41.9,0.073
-7.81787,42,0.074
-7.81787,42.1,0.074
-7.81787,42.2,0.073
-7.71787,36.9,0.263
-7.71787,37,0.245
-7.71787,37.1,0.242
-7.71787,37.2,0.228
-7.71787,37.3,0.211
-7.71787,37.4,0.192
-7.71787,37.5,0.18
-7.71787,37.6,0.171
-7.71787,37.7,0.165
-7.71787,37.8,0.161
-7.71787,37.9,0.154
-7.71787,38,0.15
-7.71787,38.1,0.149
-7.71787,38.2,0.148
-7.71787,38.3,0.146
-7.71787,38.4,0.141
-7.71787,38.5,0.138
-7.71787,38.6,0.137
-7.71787,38.7,0.136
-7.71787,38.8,0.134
-7.71787,38.9,0.127
-7.71787,39,0.126
-7.71787,39.1,0.124
-7.71787,39.2,0.12
-7.71787,39.3,0.115
-7.71787,39.4,0.113
-7.71787,39.5,0.111
-7.71787,39.6,0.108
-7.71787,39.7,0.103
-7.71787,39.8,0.101
-7.71787,39.9,0.098
-7.71787,40,0.096
-7.71787,40.1,0.093
-7.71787,40.2,0.09
-7.71787,40.3,0.089
-7.71787,40.4,0.087
-7.71787,40.5,0.086
-7.71787,40.6,0.085
-7.71787,40.7,0.084
-7.71787,40.8,0.082
-7.71787,40.9,0.081
-7.71787,41,0.08
-7.71787,41.1,0.078
-7.71787,41.2,0.077
-7.71787,41.3,0.076
-7.71787,41.4,0.075
-7.71787,41.5,0.074
-7.71787,41.6,0.073
-7.71787,41.7,0.072
-7.71787,41.8,0.072
-7.71787,41.9,0.072
-7.71787,42,0.072
-7.71787,42.1,0.072
-7.71787,42.2,0.072
-7.61787,36.9,0.261
-7.61787,37,0.245
-7.61787,37.1,0.226
-7.61787,37.2,0.226
-7.61787,37.3,0.208
-7.61787,37.4,0.188
-7.61787,37.5,0.176
-7.61787,37.6,0.168
-7.61787,37.7,0.161
-7.61787,37.8,0.155
-7.61787,37.9,0.152
-7.61787,38,0.148
-7.61787,38.1,0.146
-7.61787,38.2,0.144
-7.61787,38.3,0.139
-7.61787,38.4,0.136
-7.61787,38.5,0.135
-7.61787,38.6,0.134
-7.61787,38.7,0.133
-7.61787,38.8,0.127
-7.61787,38.9,0.124
-7.61787,39,0.123
-7.61787,39.1,0.12
-7.61787,39.2,0.113
-7.61787,39.3,0.111
-7.61787,39.4,0.11
-7.61787,39.5,0.106
-7.61787,39.6,0.102
-7.61787,39.7,0.1
-7.61787,39.8,0.099
-7.61787,39.9,0.096
-7.61787,40,0.093
-7.61787,40.1,0.091
-7.61787,40.2,0.088
-7.61787,40.3,0.087
-7.61787,40.4,0.086
-7.61787,40.5,0.085
-7.61787,40.6,0.083
-7.61787,40.7,0.082
-7.61787,40.8,0.081
-7.61787,40.9,0.08
-7.61787,41,0.079
-7.61787,41.1,0.077
-7.61787,41.2,0.076
-7.61787,41.3,0.075
-7.61787,41.4,0.074
-7.61787,41.5,0.073
-7.61787,41.6,0.072
-7.61787,41.7,0.072
-7.61787,41.8,0.071
-7.61787,41.9,0.071
-7.61787,42,0.071
-7.61787,42.1,0.071
-7.61787,42.2,0.071
-7.51787,36.9,0.259
-7.51787,37,0.242
-7.51787,37.1,0.223
-7.51787,37.2,0.224
-7.51787,37.3,0.205
-7.51787,37.4,0.184
-7.51787,37.5,0.172
-7.51787,37.6,0.164
-7.51787,37.7,0.157
-7.51787,37.8,0.152
-7.51787,37.9,0.147
-7.51787,38,0.145
-7.51787,38.1,0.142
-7.51787,38.2,0.139
-7.51787,38.3,0.134
-7.51787,38.4,0.133
-7.51787,38.5,0.132
-7.51787,38.6,0.131
-7.51787,38.7,0.125
-7.51787,38.8,0.122
-7.51787,38.9,0.121
-7.51787,39,0.118
-7.51787,39.1,0.113
-7.51787,39.2,0.11
-7.51787,39.3,0.108
-7.51787,39.4,0.107
-7.51787,39.5,0.102
-7.51787,39.6,0.099
-7.51787,39.7,0.098
-7.51787,39.8,0.095
-7.51787,39.9,0.093
-7.51787,40,0.091
-7.51787,40.1,0.088
-7.51787,40.2,0.086
-7.51787,40.3,0.085
-7.51787,40.4,0.084
-7.51787,40.5,0.083
-7.51787,40.6,0.082
-7.51787,40.7,0.081
-7.51787,40.8,0.08
-7.51787,40.9,0.078
-7.51787,41,0.077
-7.51787,41.1,0.076
-7.51787,41.2,0.075
-7.51787,41.3,0.075
-7.51787,41.4,0.074
-7.51787,41.5,0.073
-7.51787,41.6,0.072
-7.51787,41.7,0.071
-7.51787,41.8,0.07
-7.51787,41.9,0.07
-7.51787,42,0.069
-7.51787,42.1,0.069
-7.51787,42.2,0.069
-7.41787,36.9,0.256
-7.41787,37,0.239
-7.41787,37.1,0.217
-7.41787,37.2,0.2
-7.41787,37.3,0.201
-7.41787,37.4,0.181
-7.41787,37.5,0.167
-7.41787,37.6,0.158
-7.41787,37.7,0.153
-7.41787,37.8,0.148
-7.41787,37.9,0.144
-7.41787,38,0.14
-7.41787,38.1,0.137
-7.41787,38.2,0.133
-7.41787,38.3,0.131
-7.41787,38.4,0.13
-7.41787,38.5,0.129
-7.41787,38.6,0.125
-7.41787,38.7,0.12
-7.41787,38.8,0.119
-7.41787,38.9,0.117
-7.41787,39,0.115
-7.41787,39.1,0.108
-7.41787,39.2,0.107
-7.41787,39.3,0.106
-7.41787,39.4,0.102
-7.41787,39.5,0.098
-7.41787,39.6,0.097
-7.41787,39.7,0.096
