lon,lat,mean
-8.21787,39.6,0.078
-8.21787,39.7,0.071
-8.21787,39.8,0.066
-8.21787,39.9,0.063
-8.21787,40,0.062
-8.21787,40.1,0.06
-8.21787,40.2,0.059
-8.21787,40.3,0.057
-8.21787,40.4,0.056
-8.21787,40.5,0.055
-8.21787,40.6,0.054
-8.21787,40.7,0.053
-8.21787,40.8,0.051
-8.21787,40.9,0.05
-8.21787,41,0.049
-8.21787,41.1,0.048
-8.21787,41.2,0.048
-8.21787,41.3,0.047
-8.21787,41.4,0.047
-8.21787,41.5,0.046
-8.21787,41.6,0.046
-8.21787,41.7,0.045
-8.21787,41.8,0.045
-8.21787,41.9,0.045
-8.21787,42,0.044
-8.21787,42.1,0.044
-8.21787,42.2,0.044
-8.11787,36.9,0.196
-8.11787,37,0.186
-8.11787,37.1,0.178
-8.11787,37.2,0.168
-8.11787,37.3,0.155
-8.11787,37.4,0.133
-8.11787,37.5,0.113
-8.11787,37.6,0.1
-8.11787,37.7,0.092
-8.11787,37.8,0.086
-8.11787,37.9,0.082
-8.11787,38,0.08
-8.11787,38.1,0.078
-8.11787,38.2,0.077
-8.11787,38.3,0.077
-8.11787,38.4,0.077
-8.11787,38.5,0.077
-8.11787,38.6,0.077
-8.11787,38.7,0.077
-8.11787,38.8,0.077
-8.11787,38.9,0.077
-8.11787,39,0.077
-8.11787,39.1,0.077
-8.11787,39.2,0.077
-8.11787,39.3,0.077
-8.11787,39.4,0.076
-8.11787,39.5,0.074
-8.11787,39.6,0.07
-8.11787,39.7,0.067
-8.11787,39.8,0.063
-8.11787,39.9,0.061
-8.11787,40,0.06
-8.11787,40.1,0.058
-8.11787,40.2,0.057
-8.11787,40.3,0.056
-8.11787,40.4,0.055
-8.11787,40.5,0.054
-8.11787,40.6,0.053
-8.11787,40.7,0.052
-8.11787,40.8,0.05
-8.11787,40.9,0.049
-8.11787,41,0.048
-8.11787,41.1,0.047
-8.11787,41.2,0.046
-8.11787,41.3,0.046
-8.11787,41.4,0.046
-8.11787,41.5,0.045
-8.11787,41.6,0.045
-8.11787,41.7,0.045
-8.11787,41.8,0.045
-8.11787,41.9,0.045
-8.11787,42,0.044
-8.11787,42.1,0.044
-8.11787,42.2,0.044
-8.01787,36.9,0.195
-8.01787,37,0.186
-8.01787,37.1,0.177
-8.01787,37.2,0.168
-8.01787,37.3,0.153
-8.01787,37.4,0.13
-8.01787,37.5,0.11
-8.01787,37.6,0.098
-8.01787,37.7,0.09
-8.01787,37.8,0.084
-8.01787,37.9,0.08
-8.01787,38,0.078
-8.01787,38.1,0.076
-8.01787,38.2,0.075
-8.01787,38.3,0.074
-8.01787,38.4,0.074
-8.01787,38.5,0.074
-8.01787,38.6,0.073
-8.01787,38.7,0.073
-8.01787,38.8,0.073
-8.01787,38.9,0.073
-8.01787,39,0.072
-8.01787,39.1,0.072
-8.01787,39.2,0.071
-8.01787,39.3,0.071
-8.01787,39.4,0.069
-8.01787,39.5,0.068
-8.01787,39.6,0.066
-8.01787,39.7,0.063
-8.01787,39.8,0.061
-8.01787,39.9,0.059
-8.01787,40,0.058
-8.01787,40.1,0.057
-8.01787,40.2,0.056
-8.01787,40.3,0.055
-8.01787,40.4,0.054
-8.01787,40.5,0.053
-8.01787,40.6,0.052
-8.01787,40.7,0.051
-8.01787,40.8,0.05
-8.01787,40.9,0.048
-8.01787,41,0.047
-8.01787,41.1,0.046
-8.01787,41.2,0.045
-8.01787,41.3,0.045
-8.01787,41.4,0.044
-8.01787,41.5,0.044
-8.01787,41.6,0.044
-8.01787,41.7,0.044
-8.01787,41.8,0.044
-8.01787,41.9,0.044
-8.01787,42,0.044
-8.01787,42.1,0.044
-8.01787,42.2,0.044
-7.91787,36.9,0.195
-7.91787,37,0.186
-7.91787,37.1,0.177
-7.91787,37.2,0.167
-7.91787,37.3,0.151
-7.91787,37.4,0.127
-7.91787,37.5,0.107
-7.91787,37.6,0.096
-7.91787,37.7,0.088
-7.91787,37.8,0.082
-7.91787,37.9,0.078
-7.91787,38,0.076
-7.91787,38.1,0.074
-7.91787,38.2,0.073
-7.91787,38.3,0.072
-7.91787,38.4,0.071
-7.91787,38.5,0.071
-7.91787,38.6,0.07
-7.91787,38.7,0.07
-7.91787,38.8,0.069
-7.91787,38.9,0.069
-7.91787,39,0.068
-7.91787,39.1,0.068
-7.91787,39.2,0.067
-7.91787,39.3,0.066
-7.91787,39.4,0.065
-7.91787,39.5,0.064
-7.91787,39.6,0.062
-7.91787,39.7,0.06
-7.91787,39.8,0.059
-7.91787,39.9,0.057
-7.91787,40,0.056
-7.91787,40.1,0.055
-7.91787,40.2,0.054
-7.91787,40.3,0.053
-7.91787,40.4,0.053
-7.91787,40.5,0.052
-7.91787,40.6,0.051
-7.91787,40.7,0.05
-7.91787,40.8,0.049
-7.91787,40.9,0.048
-7.91787,41,0.047
-7.91787,41.1,0.046
-7.91787,41.2,0.045
-7.91787,41.3,0.044
-7.91787,41.4,0.043
-7.91787,41.5,0.043
-7.91787,41.6,0.043
-7.91787,41.7,0.043
-7.91787,41.8,0.043
-7.91787,41.9,0.044
-7.91787,42,0.044
-7.91787,42.1,0.044
-7.91787,42.2,0.043
-7.81787,36.9,0.196
-7.81787,37,0.186
-7.81787,37.1,0.176
-7.81787,37.2,0.166
-7.81787,37.3,0.149
-7.81787,37.4,0.123
-7.81787,37.5,0.105
-7.81787,37.6,0.093
-7.81787,37.7,0.085
-7.81787,37.8,0.08
-7.81787,37.9,0.076
-7.81787,38,0.074
-7.81787,38.1,0.072
-7.81787,38.2,0.07
-7.81787,38.3,0.069
-7.81787,38.4,0.069
-7.81787,38.5,0.068
-7.81787,38.6,0.067
-7.81787,38.7,0.067
-7.81787,38.8,0.066
-7.81787,38.9,0.066
-7.81787,39,0.065
-7.81787,39.1,0.064
-7.81787,39.2,0.064
-7.81787,39.3,0.063
-7.81787,39.4,0.062
-7.81787,39.5,0.061
-7.81787,39.6,0.059
-7.81787,39.7,0.058
-7.81787,39.8,0.057
-7.81787,39.9,0.056
-7.81787,40,0.055
-7.81787,40.1,0.054
-7.81787,40.2,0.053
-7.81787,40.3,0.052
-7.81787,40.4,0.051
-7.81787,40.5,0.051
-7.81787,40.6,0.05
-7.81787,40.7,0.049
-7.81787,40.8,0.048
-7.81787,40.9,0.047
-7.81787,41,0.046
-7.81787,41.1,0.045
-7.81787,41.2,0.044
-7.81787,41.3,0.043
-7.81787,41.4,0.043
-7.81787,41.5,0.042
-7.81787,41.6,0.042
-7.81787,41.7,0.042
-7.81787,41.8,0.042
-7.81787,41.9,0.042
-7.81787,42,0.043
-7.81787,42.1,0.043
-7.81787,42.2,0.043
-7.71787,36.9,0.197
-7.71787,37,0.185
-7.71787,37.1,0.175
-7.71787,37.2,0.164
-7.71787,37.3,0.146
-7.71787,37.4,0.12
-7.71787,37.5,0.102
-7.71787,37.6,0.091
-7.71787,37.7,0.083
-7.71787,37.8,0.078
-7.71787,37.9,0.074
-7.71787,38,0.071
-7.71787,38.1,0.069
-7.71787,38.2,0.068
-7.71787,38.3,0.067
-7.71787,38.4,0.066
-7.71787,38.5,0.065
-7.71787,38.6,0.065
-7.71787,38.7,0.064
-7.71787,38.8,0.063
-7.71787,38.9,0.063
-7.71787,39,0.062
-7.71787,39.1,0.061
-7.71787,39.2,0.06
-7.71787,39.3,0.06
-7.71787,39.4,0.059
-7.71787,39.5,0.058
-7.71787,39.6,0.057
-7.71787,39.7,0.056
-7.71787,39.8,0.055
-7.71787,39.9,0.054
-7.71787,40,0.053
-7.71787,40.1,0.052
-7.71787,40.2,0.051
-7.71787,40.3,0.051
-7.71787,40.4,0.05
-7.71787,40.5,0.05
-7.71787,40.6,0.049
-7.71787,40.7,0.048
-7.71787,40.8,0.047
-7.71787,40.9,0.046
-7.71787,41,0.046
-7.71787,41.1,0.045
-7.71787,41.2,0.044
-7.71787,41.3,0.043
-7.71787,41.4,0.042
