lon,lat,mean
-8.6179,41.8000,0.0498
-8.6179,41.9000,0.0493
-8.6179,42.0000,0.0487
-8.6179,42.1000,0.0482
-8.6179,42.2000,0.0476
-8.5179,36.9000,0.1902
-8.5179,37.0000,0.1801
-8.5179,37.1000,0.1719
-8.5179,37.2000,0.1650
-8.5179,37.3000,0.1555
-8.5179,37.4000,0.1460
-8.5179,37.5000,0.1336
-8.5179,37.6000,0.1246
-8.5179,37.7000,0.1177
-8.5179,37.8000,0.1111
-8.5179,37.9000,0.1074
-8.5179,38.0000,0.1065
-8.5179,38.1000,0.1089
-8.5179,38.2000,0.1136
-8.5179,38.3000,0.1167
-8.5179,38.4000,0.1190
-8.5179,38.5000,0.1213
-8.5179,38.6000,0.1249
-8.5179,38.7000,0.1295
-8.5179,38.8000,0.1319
-8.5179,38.9000,0.1336
-8.5179,39.0000,0.1337
-8.5179,39.1000,0.1328
-8.5179,39.2000,0.1304
-8.5179,39.3000,0.1279
-8.5179,39.4000,0.1219
-8.5179,39.5000,0.1100
-8.5179,39.6000,0.0993
-8.5179,39.7000,0.0930
-8.5179,39.8000,0.0883
-8.5179,39.9000,0.0836
-8.5179,40.0000,0.0785
-8.5179,40.1000,0.0752
-8.5179,40.2000,0.0730
-8.5179,40.3000,0.0709
-8.5179,40.4000,0.0693
-8.5179,40.5000,0.0671
-8.5179,40.6000,0.0653
-8.5179,40.7000,0.0638
-8.5179,40.8000,0.0620
-8.5179,40.9000,0.0602
-8.5179,41.0000,0.0588
-8.5179,41.1000,0.0575
-8.5179,41.2000,0.0561
-8.5179,41.3000,0.0545
-8.5179,41.4000,0.0534
-8.5179,41.5000,0.0524
-8.5179,41.6000,0.0515
-8.5179,41.7000,0.0506
-8.5179,41.8000,0.0499
-8.5179,41.9000,0.0494
-8.5179,42.0000,0.0489
-8.5179,42.1000,0.0483
-8.5179,42.2000,0.0477
-8.4179,36.9000,0.1919
-8.4179,37.0000,0.1807
-8.4179,37.1000,0.1720
-8.4179,37.2000,0.1646
-8.4179,37.3000,0.1551
-8.4179,37.4000,0.1451
-8.4179,37.5000,0.1323
-8.4179,37.6000,0.1230
-8.4179,37.7000,0.1162
-8.4179,37.8000,0.1097
-8.4179,37.9000,0.1056
-8.4179,38.0000,0.1048
-8.4179,38.1000,0.1052
-8.4179,38.2000,0.1100
-8.4179,38.3000,0.1133
-8.4179,38.4000,0.1152
-8.4179,38.5000,0.1171
-8.4179,38.6000,0.1203
-8.4179,38.7000,0.1242
-8.4179,38.8000,0.1249
-8.4179,38.9000,0.1263
-8.4179,39.0000,0.1274
-8.4179,39.1000,0.1263
-8.4179,39.2000,0.1237
-8.4179,39.3000,0.1217
-8.4179,39.4000,0.1175
-8.4179,39.5000,0.1059
-8.4179,39.6000,0.0964
-8.4179,39.7000,0.0904
