lon,lat,mean
-7.51787,39.2,0.08
-7.51787,39.3,0.079
-7.51787,39.4,0.077
-7.51787,39.5,0.072
-7.51787,39.6,0.069
-7.51787,39.7,0.068
-7.51787,39.8,0.064
-7.51787,39.9,0.063
-7.51787,40,0.061
-7.51787,40.1,0.058
-7.51787,40.2,0.057
-7.51787,40.3,0.056
-7.51787,40.4,0.056
-7.51787,40.5,0.055
-7.51787,40.6,0.054
-7.51787,40.7,0.054
-7.51787,40.8,0.053
-7.51787,40.9,0.052
-7.51787,41,0.051
-7.51787,41.1,0.05
-7.51787,41.2,0.05
-7.51787,41.3,0.049
-7.51787,41.4,0.049
-7.51787,41.5,0.048
-7.51787,41.6,0.047
-7.51787,41.7,0.047
-7.51787,41.8,0.046
-7.51787,41.9,0.046
-7.51787,42,0.045
-7.51787,42.1,0.045
-7.51787,42.2,0.045
-7.41787,36.9,0.164
-7.41787,37,0.153
-7.41787,37.1,0.141
-7.41787,37.2,0.13
-7.41787,37.3,0.153
-7.41787,37.4,0.142
-7.41787,37.5,0.132
-7.41787,37.6,0.128
-7.41787,37.7,0.125
-7.41787,37.8,0.121
-7.41787,37.9,0.118
-7.41787,38,0.116
-7.41787,38.1,0.113
-7.41787,38.2,0.108
-7.41787,38.3,0.107
-7.41787,38.4,0.106
-7.41787,38.5,0.105
-7.41787,38.6,0.099
-7.41787,38.7,0.093
-7.41787,38.8,0.092
-7.41787,38.9,0.091
-7.41787,39,0.088
-7.41787,39.1,0.079
-7.41787,39.2,0.078
-7.41787,39.3,0.077
-7.41787,39.4,0.072
-7.41787,39.5,0.068
-7.41787,39.6,0.067
-7.41787,39.7,0.066
