#,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-03-04T09:01:17', checksum=3746912572, kind='quantile-0.05', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
-9.01787,38.10000,1.004707E-01,1.954929E-01,7.234713E-02,1.395780E-01
-9.01787,38.20000,1.010230E-01,1.980669E-01,7.238169E-02,1.404887E-01
-9.01787,38.30000,1.004054E-01,1.999058E-01,7.163535E-02,1.413294E-01
-9.01787,38.40000,1.004291E-01,2.032988E-01,7.141908E-02,1.435491E-01
-9.01787,38.50000,1.005859E-01,2.075099E-01,7.131107E-02,1.467440E-01
-9.01787,38.60000,1.007040E-01,2.134639E-01,7.123314E-02,1.519813E-01
-9.01787,38.70000,1.005226E-01,2.231096E-01,7.100137E-02,1.600014E-01
-9.01787,38.80000,1.003456E-01,2.310366E-01,7.067124E-02,1.642994E-01
-9.01787,38.90000,9.992295E-02,2.401649E-01,7.008378E-02,1.709522E-01
-9.01787,39.00000,9.873104E-02,2.427773E-01,6.897352E-02,1.681326E-01
-9.01787,39.10000,9.656370E-02,2.292556E-01,6.736130E-02,1.595456E-01
-9.01787,39.20000,9.365439E-02,2.171116E-01,6.539789E-02,1.516240E-01
-9.01787,39.30000,9.092709E-02,2.079847E-01,6.307936E-02,1.451047E-01
-9.01787,39.40000,8.768355E-02,1.972556E-01,5.992300E-02,1.369795E-01
-9.01787,39.50000,8.323259E-02,1.796625E-01,5.744772E-02,1.249093E-01
-9.01787,39.60000,7.401019E-02,1.596929E-01,5.188462E-02,1.124236E-01
-9.01787,39.70000,6.710112E-02,1.451626E-01,4.747796E-02,1.025238E-01
-9.01787,39.80000,6.197337E-02,1.324449E-01,4.398266E-02,9.332754E-02
-9.01787,39.90000,5.651774E-02,1.222623E-01,4.037635E-02,8.567100E-02
-9.01787,40.00000,5.331507E-02,1.160355E-01,3.805320E-02,8.047583E-02
-9.01787,40.10000,5.063483E-02,1.092961E-01,3.590104E-02,7.487047E-02
-9.01787,40.20000,4.772919E-02,1.036073E-01,3.370111E-02,7.034227E-02
-9.01787,40.30000,4.581092E-02,1.000942E-01,3.210384E-02,6.708252E-02
-9.01787,40.40000,4.419747E-02,9.739236E-02,3.070815E-02,6.428929E-02
