lat,lon,region,vs30,vs30measured,xvf,z1pt0,z2pt5
40.6,-7.51787,5,800,TRUE,150,31.07,0.57
40.7,-7.51787,5,800,TRUE,150,31.07,0.57
40.8,-7.51787,5,800,TRUE,150,31.07,0.57
40.9,-7.51787,5,800,TRUE,150,31.07,0.57
41,-7.51787,5,800,TRUE,150,31.07,0.57
41.1,-7.51787,5,800,TRUE,150,31.07,0.57
41.2,-7.51787,5,800,TRUE,150,31.07,0.57
41.3,-7.51787,5,800,TRUE,150,31.07,0.57
41.4,-7.51787,5,800,TRUE,150,31.07,0.57
41.5,-7.51787,5,800,TRUE,150,31.07,0.57
41.6,-7.51787,5,800,TRUE,150,31.07,0.57
41.7,-7.51787,5,800,TRUE,150,31.07,0.57
41.8,-7.51787,5,800,TRUE,150,31.07,0.57
41.9,-7.51787,5,800,TRUE,150,31.07,0.57
42,-7.51787,5,800,TRUE,150,31.07,0.57
42.1,-7.51787,5,800,TRUE,150,31.07,0.57
42.2,-7.51787,5,800,TRUE,150,31.07,0.57
36.9,-7.41787,0,800,TRUE,150,31.07,0.57
37,-7.41787,0,800,TRUE,150,31.07,0.57
37.1,-7.41787,0,800,TRUE,150,31.07,0.57
37.2,-7.41787,0,800,TRUE,150,31.07,0.57
37.3,-7.41787,5,800,TRUE,150,31.07,0.57
37.4,-7.41787,5,800,TRUE,150,31.07,0.57
37.5,-7.41787,5,800,TRUE,150,31.07,0.57
37.6,-7.41787,5,800,TRUE,150,31.07,0.57
37.7,-7.41787,5,800,TRUE,150,31.07,0.57
37.8,-7.41787,5,800,TRUE,150,31.07,0.57
37.9,-7.41787,5,800,TRUE,150,31.07,0.57
38,-7.41787,5,800,TRUE,150,31.07,0.57
38.1,-7.41787,5,800,TRUE,150,31.07,0.57
38.2,-7.41787,5,800,TRUE,150,31.07,0.57
38.3,-7.41787,5,800,TRUE,150,31.07,0.57
38.4,-7.41787,5,800,TRUE,150,31.07,0.57
38.5,-7.41787,5,800,TRUE,150,31.07,0.57
38.6,-7.41787,5,800,TRUE,150,31.07,0.57
38.7,-7.41787,5,800,TRUE,150,31.07,0.57
38.8,-7.41787,5,800,TRUE,150,31.07,0.57
38.9,-7.41787,5,800,TRUE,150,31.07,0.57
39,-7.41787,5,800,TRUE,150,31.07,0.57
39.1,-7.41787,5,800,TRUE,150,31.07,0.57
39.2,-7.41787,5,800,TRUE,150,31.07,0.57
39.3,-7.41787,5,800,TRUE,150,31.07,0.57
39.4,-7.41787,5,800,TRUE,150,31.07,0.57
39.5,-7.41787,5,800,TRUE,150,31.07,0.57
39.6,-7.41787,5,800,TRUE,150,31.07,0.57
39.7,-7.41787,5,800,TRUE,150,31.07,0.57
39.8,-7.41787,5,800,TRUE,150,31.07,0.57
39.9,-7.41787,5,800,TRUE,150,31.07,0.57
40,-7.41787,5,800,TRUE,150,31.07,0.57
40.1,-7.41787,5,800,TRUE,150,31.07,0.57
40.2,-7.41787,5,800,TRUE,150,31.07,0.57
40.3,-7.41787,5,800,TRUE,150,31.07,0.57
40.4,-7.41787,5,800,TRUE,150,31.07,0.57
40.5,-7.41787,5,800,TRUE,150,31.07,0.57
40.6,-7.41787,5,800,TRUE,150,31.07,0.57
40.7,-7.41787,5,800,TRUE,150,31.07,0.57
40.8,-7.41787,5,800,TRUE,150,31.07,0.57
40.9,-7.41787,5,800,TRUE,150,31.07,0.57
41,-7.41787,5,800,TRUE,150,31.07,0.57
41.1,-7.41787,5,800,TRUE,150,31.07,0.57
41.2,-7.41787,5,800,TRUE,150,31.07,0.57
41.3,-7.41787,5,800,TRUE,150,31.07,0.57
41.4,-7.41787,5,800,TRUE,150,31.07,0.57
41.5,-7.41787,5,800,TRUE,150,31.07,0.57
41.6,-7.41787,5,800,TRUE,150,31.07,0.57
41.7,-7.41787,5,800,TRUE,150,31.07,0.57
41.8,-7.41787,5,800,TRUE,150,31.07,0.57
41.9,-7.41787,5,800,TRUE,150,31.07,0.57
42,-7.41787,5,800,TRUE,150,31.07,0.57
42.1,-7.41787,5,800,TRUE,150,31.07,0.57
42.2,-7.41787,5,800,TRUE,150,31.07,0.57
36.9,-7.31787,0,800,TRUE,150,31.07,0.57
37,-7.31787,0,800,TRUE,150,31.07,0.57
37.1,-7.31787,0,800,TRUE,150,31.07,0.57
37.2,-7.31787,0,800,TRUE,150,31.07,0.57
37.3,-7.31787,5,800,TRUE,150,31.07,0.57
37.4,-7.31787,5,800,TRUE,150,31.07,0.57
37.5,-7.31787,5,800,TRUE,150,31.07,0.57
37.6,-7.31787,5,800,TRUE,150,31.07,0.57
37.7,-7.31787,5,800,TRUE,150,31.07,0.57
37.8,-7.31787,5,800,TRUE,150,31.07,0.57
37.9,-7.31787,5,800,TRUE,150,31.07,0.57
38,-7.31787,5,800,TRUE,150,31.07,0.57
38.1,-7.31787,5,800,TRUE,150,31.07,0.57
38.2,-7.31787,5,800,TRUE,150,31.07,0.57
38.3,-7.31787,5,800,TRUE,150,31.07,0.57
38.4,-7.31787,5,800,TRUE,150,31.07,0.57
38.5,-7.31787,5,800,TRUE,150,31.07,0.57
38.6,-7.31787,5,800,TRUE,150,31.07,0.57
38.7,-7.31787,5,800,TRUE,150,31.07,0.57
38.8,-7.31787,5,800,TRUE,150,31.07,0.57
38.9,-7.31787,5,800,TRUE,150,31.07,0.57
39,-7.31787,5,800,TRUE,150,31.07,0.57
39.1,-7.31787,5,800,TRUE,150,31.07,0.57
39.2,-7.31787,5,800,TRUE,150,31.07,0.57
39.3,-7.31787,5,800,TRUE,150,31.07,0.57
39.4,-7.31787,5,800,TRUE,150,31.07,0.57
39.5,-7.31787,5,800,TRUE,150,31.07,0.57
39.6,-7.31787,5,800,TRUE,150,31.07,0.57
39.7,-7.31787,5,800,TRUE,150,31.07,0.57
39.8,-7.31787,5,800,TRUE,150,31.07,0.57
39.9,-7.31787,5,800,TRUE,150,31.07,0.57
40,-7.31787,5,800,TRUE,150,31.07,0.57
40.1,-7.31787,5,800,TRUE,150,31.07,0.57
40.2,-7.31787,5,800,TRUE,150,31.07,0.57
40.3,-7.31787,5,800,TRUE,150,31.07,0.57
40.4,-7.31787,5,800,TRUE,150,31.07,0.57
40.5,-7.31787,5,800,TRUE,150,31.07,0.57
40.6,-7.31787,5,800,TRUE,150,31.07,0.57
40.7,-7.31787,5,800,TRUE,150,31.07,0.57
40.8,-7.31787,5,800,TRUE,150,31.07,0.57
40.9,-7.31787,5,800,TRUE,150,31.07,0.57
41,-7.31787,5,800,TRUE,150,31.07,0.57
41.1,-7.31787,5,800,TRUE,150,31.07,0.57
41.2,-7.31787,5,800,TRUE,150,31.07,0.57
41.3,-7.31787,5,800,TRUE,150,31.07,0.57
41.4,-7.31787,5,800,TRUE,150,31.07,0.57
41.5,-7.31787,5,800,TRUE,150,31.07,0.57
41.6,-7.31787,5,800,TRUE,150,31.07,0.57
41.7,-7.31787,5,800,TRUE,150,31.07,0.57
41.8,-7.31787,5,800,TRUE,150,31.07,0.57
41.9,-7.31787,5,800,TRUE,150,31.07,0.57
42,-7.31787,5,800,TRUE,150,31.07,0.57
42.1,-7.31787,5,800,TRUE,150,31.07,0.57
42.2,-7.31787,5,800,TRUE,150,31.07,0.57
37,-7.21787,0,800,TRUE,150,31.07,0.57
37.1,-7.21787,0,800,TRUE,150,31.07,0.57
37.2,-7.21787,0,800,TRUE,150,31.07,0.57
37.3,-7.21787,0,800,TRUE,150,31.07,0.57
37.4,-7.21787,5,800,TRUE,150,31.07,0.57
37.5,-7.21787,5,800,TRUE,150,31.07,0.57
37.6,-7.21787,5,800,TRUE,150,31.07,0.57
37.7,-7.21787,5,800,TRUE,150,31.07,0.57
37.8,-7.21787,5,800,TRUE,150,31.07,0.57
37.9,-7.21787,5,800,TRUE,150,31.07,0.57
38,-7.21787,5,800,TRUE,150,31.07,0.57
38.1,-7.21787,5,800,TRUE,150,31.07,0.57
38.2,-7.21787,5,800,TRUE,150,31.07,0.57
38.3,-7.21787,5,800,TRUE,150,31.07,0.57
38.4,-7.21787,5,800,TRUE,150,31.07,0.57
38.5,-7.21787,5,800,TRUE,150,31.07,0.57
38.6,-7.21787,5,800,TRUE,150,31.07,0.57
38.7,-7.21787,5,800,TRUE,150,31.07,0.57
38.8,-7.21787,5,800,TRUE,150,31.07,0.57
38.9,-7.21787,5,800,TRUE,150,31.07,0.57
39,-7.21787,5,800,TRUE,150,31.07,0.57
39.1,-7.21787,5,800,TRUE,150,31.07,0.57
39.2,-7.21787,5,800,TRUE,150,31.07,0.57
39.3,-7.21787,5,800,TRUE,150,31.07,0.57
39.4,-7.21787,5,800,TRUE,150,31.07,0.57
39.5,-7.21787,5,800,TRUE,150,31.07,0.57
39.6,-7.21787,5,800,TRUE,150,31.07,0.57
39.7,-7.21787,5,800,TRUE,150,31.07,0.57
39.8,-7.21787,5,800,TRUE,150,31.07,0.57
39.9,-7.21787,5,800,TRUE,150,31.07,0.57
40,-7.21787,5,800,TRUE,150,31.07,0.57
40.1,-7.21787,5,800,TRUE,150,31.07,0.57
40.2,-7.21787,5,800,TRUE,150,31.07,0.57
40.3,-7.21787,5,800,TRUE,150,31.07,0.57
40.4,-7.21787,5,800,TRUE,150,31.07,0.57
40.5,-7.21787,5,800,TRUE,150,31.07,0.57
40.6,-7.21787,5,800,TRUE,150,31.07,0.57
40.7,-7.21787,5,800,TRUE,150,31.07,0.57
40.8,-7.21787,5,800,TRUE,150,31.07,0.57
40.9,-7.21787,5,800,TRUE,150,31.07,0.57
41,-7.21787,5,800,TRUE,150,31.07,0.57
41.1,-7.21787,5,800,TRUE,150,31.07,0.57
41.2,-7.21787,5,800,TRUE,150,31.07,0.57
41.3,-7.21787,5,800,TRUE,150,31.07,0.57
41.4,-7.21787,5,800,TRUE,150,31.07,0.57
41.5,-7.21787,5,800,TRUE,150,31.07,0.57
41.6,-7.21787,5,800,TRUE,150,31.07,0.57
41.7,-7.21787,5,800,TRUE,150,31.07,0.57
41.8,-7.21787,5,800,TRUE,150,31.07,0.57
41.9,-7.21787,5,800,TRUE,150,31.07,0.57
42,-7.21787,5,800,TRUE,150,31.07,0.57
42.1,-7.21787,5,800,TRUE,150,31.07,0.57
42.2,-7.21787,5,800,TRUE,150,31.07,0.57
37,-7.11787,0,800,TRUE,150,31.07,0.57
37.1,-7.11787,0,800,TRUE,150,31.07,0.57
37.2,-7.11787,0,800,TRUE,150,31.07,0.57
37.3,-7.11787,0,800,TRUE,150,31.07,0.57
37.4,-7.11787,0,800,TRUE,150,31.07,0.57
37.5,-7.11787,0,800,TRUE,150,31.07,0.57
37.6,-7.11787,5,800,TRUE,150,31.07,0.57
37.7,-7.11787,5,800,TRUE,150,31.07,0.57
37.8,-7.11787,5,800,TRUE,150,31.07,0.57
37.9,-7.11787,5,800,TRUE,150,31.07,0.57
38,-7.11787,5,800,TRUE,150,31.07,0.57
38.1,-7.11787,5,800,TRUE,150,31.07,0.57
38.2,-7.11787,5,800,TRUE,150,31.07,0.57
38.3,-7.11787,5,800,TRUE,150,31.07,0.57
38.4,-7.11787,5,800,TRUE,150,31.07,0.57
38.5,-7.11787,5,800,TRUE,150,31.07,0.57
38.6,-7.11787,5,800,TRUE,150,31.07,0.57
38.7,-7.11787,5,800,TRUE,150,31.07,0.57
38.8,-7.11787,5,800,TRUE,150,31.07,0.57
38.9,-7.11787,5,800,TRUE,150,31.07,0.57
39,-7.11787,5,800,TRUE,150,31.07,0.57
39.1,-7.11787,5,800,TRUE,150,31.07,0.57
39.2,-7.11787,5,800,TRUE,150,31.07,0.57
39.3,-7.11787,5,800,TRUE,150,31.07,0.57
39.4,-7.11787,5,800,TRUE,150,31.07,0.57
39.5,-7.11787,5,800,TRUE,150,31.07,0.57
39.6,-7.11787,5,800,TRUE,150,31.07,0.57
39.7,-7.11787,5,800,TRUE,150,31.07,0.57
39.8,-7.11787,5,800,TRUE,150,31.07,0.57
39.9,-7.11787,5,800,TRUE,150,31.07,0.57
40,-7.11787,5,800,TRUE,150,31.07,0.57
40.1,-7.11787,5,800,TRUE,150,31.07,0.57
40.2,-7.11787,5,800,TRUE,150,31.07,0.57
40.3,-7.11787,5,800,TRUE,150,31.07,0.57
40.4,-7.11787,5,800,TRUE,150,31.07,0.57
40.5,-7.11787,5,800,TRUE,150,31.07,0.57
40.6,-7.11787,5,800,TRUE,150,31.07,0.57
40.7,-7.11787,5,800,TRUE,150,31.07,0.57
40.8,-7.11787,5,800,TRUE,150,31.07,0.57
40.9,-7.11787,5,800,TRUE,150,31.07,0.57
41,-7.11787,5,800,TRUE,150,31.07,0.57
41.1,-7.11787,5,800,TRUE,150,31.07,0.57
41.2,-7.11787,5,800,TRUE,150,31.07,0.57
41.3,-7.11787,5,800,TRUE,150,31.07,0.57
41.4,-7.11787,5,800,TRUE,150,31.07,0.57
41.5,-7.11787,5,800,TRUE,150,31.07,0.57
41.6,-7.11787,5,800,TRUE,150,31.07,0.57
41.7,-7.11787,5,800,TRUE,150,31.07,0.57
41.8,-7.11787,5,800,TRUE,150,31.07,0.57
41.9,-7.11787,5,800,TRUE,150,31.07,0.57
42,-7.11787,5,800,TRUE,150,31.07,0.57
42.1,-7.11787,5,800,TRUE,150,31.07,0.57
42.2,-7.11787,5,800,TRUE,150,31.07,0.57
36.9,-7.01787,0,800,TRUE,150,31.07,0.57
37,-7.01787,0,800,TRUE,150,31.07,0.57
37.1,-7.01787,0,800,TRUE,150,31.07,0.57
37.2,-7.01787,0,800,TRUE,150,31.07,0.57
37.3,-7.01787,0,800,TRUE,150,31.07,0.57
37.4,-7.01787,0,800,TRUE,150,31.07,0.57
37.5,-7.01787,0,800,TRUE,150,31.07,0.57
37.6,-7.01787,0,800,TRUE,150,31.07,0.57
37.7,-7.01787,5,800,TRUE,150,31.07,0.57
37.8,-7.01787,5,800,TRUE,150,31.07,0.57
37.9,-7.01787,5,800,TRUE,150,31.07,0.57
38,-7.01787,5,800,TRUE,150,31.07,0.57
38.1,-7.01787,5,800,TRUE,150,31.07,0.57
38.2,-7.01787,5,800,TRUE,150,31.07,0.57
38.3,-7.01787,5,800,TRUE,150,31.07,0.57
38.4,-7.01787,5,800,TRUE,150,31.07,0.57
38.5,-7.01787,5,800,TRUE,150,31.07,0.57
38.6,-7.01787,5,800,TRUE,150,31.07,0.57
38.7,-7.01787,5,800,TRUE,150,31.07,0.57
38.8,-7.01787,5,800,TRUE,150,31.07,0.57
38.9,-7.01787,5,800,TRUE,150,31.07,0.57
39,-7.01787,5,800,TRUE,150,31.07,0.57
39.1,-7.01787,5,800,TRUE,150,31.07,0.57
39.2,-7.01787,5,800,TRUE,150,31.07,0.57
39.3,-7.01787,5,800,TRUE,150,31.07,0.57
39.4,-7.01787,5,800,TRUE,150,31.07,0.57
39.5,-7.01787,5,800,TRUE,150,31.07,0.57
39.6,-7.01787,5,800,TRUE,150,31.07,0.57
39.7,-7.01787,5,800,TRUE,150,31.07,0.57
39.8,-7.01787,5,800,TRUE,150,31.07,0.57
39.9,-7.01787,5,800,TRUE,150,31.07,0.57
40,-7.01787,5,800,TRUE,150,31.07,0.57
40.1,-7.01787,5,800,TRUE,150,31.07,0.57
40.2,-7.01787,5,800,TRUE,150,31.07,0.57
40.3,-7.01787,5,800,TRUE,150,31.07,0.57
40.4,-7.01787,5,800,TRUE,150,31.07,0.57
40.5,-7.01787,5,800,TRUE,150,31.07,0.57
40.6,-7.01787,5,800,TRUE,150,31.07,0.57
40.7,-7.01787,5,800,TRUE,150,31.07,0.57
40.8,-7.01787,5,800,TRUE,150,31.07,0.57
40.9,-7.01787,5,800,TRUE,150,31.07,0.57
41,-7.01787,5,800,TRUE,150,31.07,0.57
41.1,-7.01787,5,800,TRUE,150,31.07,0.57
41.2,-7.01787,5,800,TRUE,150,31.07,0.57
41.3,-7.01787,5,800,TRUE,150,31.07,0.57
41.4,-7.01787,5,800,TRUE,150,31.07,0.57
41.5,-7.01787,5,800,TRUE,150,31.07,0.57
41.6,-7.01787,5,800,TRUE,150,31.07,0.57
41.7,-7.01787,5,800,TRUE,150,31.07,0.57
41.8,-7.01787,5,800,TRUE,150,31.07,0.57
41.9,-7.01787,5,800,TRUE,150,31.07,0.57
42,-7.01787,5,800,TRUE,150,31.07,0.57
42.1,-7.01787,5,800,TRUE,150,31.07,0.57
42.2,-7.01787,5,800,TRUE,150,31.07,0.57
36.9,-6.91787,0,800,TRUE,150,31.07,0.57
37,-6.91787,0,800,TRUE,150,31.07,0.57
37.1,-6.91787,0,800,TRUE,150,31.07,0.57
37.2,-6.91787,0,800,TRUE,150,31.07,0.57
37.3,-6.91787,0,800,TRUE,150,31.07,0.57
37.4,-6.91787,0,800,TRUE,150,31.07,0.57
37.5,-6.91787,0,800,TRUE,150,31.07,0.57
37.6,-6.91787,0,800,TRUE,150,31.07,0.57
37.7,-6.91787,0,800,TRUE,150,31.07,0.57
37.8,-6.91787,0,800,TRUE,150,31.07,0.57
37.9,-6.91787,5,800,TRUE,150,31.07,0.57
38,-6.91787,5,800,TRUE,150,31.07,0.57
38.1,-6.91787,5,800,TRUE,150,31.07,0.57
38.2,-6.91787,5,800,TRUE,150,31.07,0.57
38.3,-6.91787,5,800,TRUE,150,31.07,0.57
38.4,-6.91787,5,800,TRUE,150,31.07,0.57
38.5,-6.91787,5,800,TRUE,150,31.07,0.57
38.6,-6.91787,5,800,TRUE,150,31.07,0.57
38.7,-6.91787,5,800,TRUE,150,31.07,0.57
38.8,-6.91787,5,800,TRUE,150,31.07,0.57
38.9,-6.91787,5,800,TRUE,150,31.07,0.57
39,-6.91787,5,800,TRUE,150,31.07,0.57
39.1,-6.91787,5,800,TRUE,150,31.07,0.57
39.2,-6.91787,5,800,TRUE,150,31.07,0.57
39.3,-6.91787,5,800,TRUE,150,31.07,0.57
39.4,-6.91787,5,800,TRUE,150,31.07,0.57
39.5,-6.91787,5,800,TRUE,150,31.07,0.57
39.6,-6.91787,5,800,TRUE,150,31.07,0.57
39.7,-6.91787,5,800,TRUE,150,31.07,0.57
39.8,-6.91787,5,800,TRUE,150,31.07,0.57
39.9,-6.91787,5,800,TRUE,150,31.07,0.57
40,-6.91787,5,800,TRUE,150,31.07,0.57
40.1,-6.91787,5,800,TRUE,150,31.07,0.57
40.2,-6.91787,5,800,TRUE,150,31.07,0.57
40.3,-6.91787,5,800,TRUE,150,31.07,0.57
40.4,-6.91787,5,800,TRUE,150,31.07,0.57
40.5,-6.91787,5,800,TRUE,150,31.07,0.57
40.6,-6.91787,5,800,TRUE,150,31.07,0.57
40.7,-6.91787,5,800,TRUE,150,31.07,0.57
40.8,-6.91787,5,800,TRUE,150,31.07,0.57
40.9,-6.91787,5,800,TRUE,150,31.07,0.57
41,-6.91787,5,800,TRUE,150,31.07,0.57
41.1,-6.91787,5,800,TRUE,150,31.07,0.57
41.2,-6.91787,5,800,TRUE,150,31.07,0.57
41.3,-6.91787,5,800,TRUE,150,31.07,0.57
41.4,-6.91787,5,800,TRUE,150,31.07,0.57
41.5,-6.91787,5,800,TRUE,150,31.07,0.57
41.6,-6.91787,5,800,TRUE,150,31.07,0.57
41.7,-6.91787,5,800,TRUE,150,31.07,0.57
41.8,-6.91787,5,800,TRUE,150,31.07,0.57
41.9,-6.91787,5,800,TRUE,150,31.07,0.57
42,-6.91787,5,800,TRUE,150,31.07,0.57
42.1,-6.91787,5,800,TRUE,150,31.07,0.57
42.2,-6.91787,5,800,TRUE,150,31.07,0.57
36.9,-6.81787,0,800,TRUE,150,31.07,0.57
37,-6.81787,0,800,TRUE,150,31.07,0.57
37.1,-6.81787,0,800,TRUE,150,31.07,0.57
37.2,-6.81787,0,800,TRUE,150,31.07,0.57
37.3,-6.81787,0,800,TRUE,150,31.07,0.57
37.4,-6.81787,0,800,TRUE,150,31.07,0.57
37.5,-6.81787,0,800,TRUE,150,31.07,0.57
37.6,-6.81787,0,800,TRUE,150,31.07,0.57
37.7,-6.81787,0,800,TRUE,150,31.07,0.57
37.8,-6.81787,0,800,TRUE,150,31.07,0.57
37.9,-6.81787,0,800,TRUE,150,31.07,0.57
38,-6.81787,5,800,TRUE,150,31.07,0.57
38.1,-6.81787,5,800,TRUE,150,31.07,0.57
38.2,-6.81787,5,800,TRUE,150,31.07,0.57
38.3,-6.81787,5,800,TRUE,150,31.07,0.57
38.4,-6.81787,5,800,TRUE,150,31.07,0.57
38.5,-6.81787,5,800,TRUE,150,31.07,0.57
38.6,-6.81787,5,800,TRUE,150,31.07,0.57
38.7,-6.81787,5,800,TRUE,150,31.07,0.57
38.8,-6.81787,5,800,TRUE,150,31.07,0.57
38.9,-6.81787,5,800,TRUE,150,31.07,0.57
39,-6.81787,5,800,TRUE,150,31.07,0.57
39.1,-6.81787,5,800,TRUE,150,31.07,0.57
39.2,-6.81787,5,800,TRUE,150,31.07,0.57
39.3,-6.81787,5,800,TRUE,150,31.07,0.57
39.4,-6.81787,5,800,TRUE,150,31.07,0.57
39.5,-6.81787,5,800,TRUE,150,31.07,0.57
39.6,-6.81787,5,800,TRUE,150,31.07,0.57
39.7,-6.81787,5,800,TRUE,150,31.07,0.57
39.8,-6.81787,5,800,TRUE,150,31.07,0.57
39.9,-6.81787,5,800,TRUE,150,31.07,0.57
40,-6.81787,5,800,TRUE,150,31.07,0.57
40.1,-6.81787,5,800,TRUE,150,31.07,0.57
40.2,-6.81787,5,800,TRUE,150,31.07,0.57
40.3,-6.81787,5,800,TRUE,150,31.07,0.57
40.4,-6.81787,5,800,TRUE,150,31.07,0.57
40.5,-6.81787,5,800,TRUE,150,31.07,0.57
40.6,-6.81787,5,800,TRUE,150,31.07,0.57
40.7,-6.81787,5,800,TRUE,150,31.07,0.57
40.8,-6.81787,5,800,TRUE,150,31.07,0.57
40.9,-6.81787,5,800,TRUE,150,31.07,0.57
41,-6.81787,5,800,TRUE,150,31.07,0.57
41.1,-6.81787,5,800,TRUE,150,31.07,0.57
41.2,-6.81787,5,800,TRUE,150,31.07,0.57
41.3,-6.81787,5,800,TRUE,150,31.07,0.57
41.4,-6.81787,5,800,TRUE,150,31.07,0.57
41.5,-6.81787,5,800,TRUE,150,31.07,0.57
41.6,-6.81787,5,800,TRUE,150,31.07,0.57
41.7,-6.81787,5,800,TRUE,150,31.07,0.57
41.8,-6.81787,5,800,TRUE,150,31.07,0.57
41.9,-6.81787,5,800,TRUE,150,31.07,0.57
42,-6.81787,5,800,TRUE,150,31.07,0.57
42.1,-6.81787,5,800,TRUE,150,31.07,0.57
42.2,-6.81787,5,800,TRUE,150,31.07,0.57
36.9,-6.71787,0,800,TRUE,150,31.07,0.57
37,-6.71787,0,800,TRUE,150,31.07,0.57
37.1,-6.71787,0,800,TRUE,150,31.07,0.57
37.2,-6.71787,0,800,TRUE,150,31.07,0.57
37.3,-6.71787,0,800,TRUE,150,31.07,0.57
37.4,-6.71787,0,800,TRUE,150,31.07,0.57
37.5,-6.71787,0,800,TRUE,150,31.07,0.57
37.6,-6.71787,0,800,TRUE,150,31.07,0.57
37.7,-6.71787,0,800,TRUE,150,31.07,0.57
37.8,-6.71787,0,800,TRUE,150,31.07,0.57
37.9,-6.71787,0,800,TRUE,150,31.07,0.57
38,-6.71787,0,800,TRUE,150,31.07,0.57
38.1,-6.71787,0,800,TRUE,150,31.07,0.57
38.2,-6.71787,5,800,TRUE,150,31.07,0.57
38.3,-6.71787,5,800,TRUE,150,31.07,0.57
38.4,-6.71787,5,800,TRUE,150,31.07,0.57
38.5,-6.71787,5,800,TRUE,150,31.07,0.57
38.6,-6.71787,5,800,TRUE,150,31.07,0.57
38.7,-6.71787,5,800,TRUE,150,31.07,0.57
38.8,-6.71787,5,800,TRUE,150,31.07,0.57
38.9,-6.71787,5,800,TRUE,150,31.07,0.57
39,-6.71787,5,800,TRUE,150,31.07,0.57
39.1,-6.71787,5,800,TRUE,150,31.07,0.57
39.2,-6.71787,5,800,TRUE,150,31.07,0.57
39.3,-6.71787,5,800,TRUE,150,31.07,0.57
39.4,-6.71787,5,800,TRUE,150,31.07,0.57
39.5,-6.71787,5,800,TRUE,150,31.07,0.57
39.6,-6.71787,5,800,TRUE,150,31.07,0.57
39.7,-6.71787,5,800,TRUE,150,31.07,0.57
39.8,-6.71787,5,800,TRUE,150,31.07,0.57
39.9,-6.71787,5,800,TRUE,150,31.07,0.57
40,-6.71787,5,800,TRUE,150,31.07,0.57
40.1,-6.71787,5,800,TRUE,150,31.07,0.57
40.2,-6.71787,5,800,TRUE,150,31.07,0.57
40.3,-6.71787,5,800,TRUE,150,31.07,0.57
40.4,-6.71787,5,800,TRUE,150,31.07,0.57
40.5,-6.71787,5,800,TRUE,150,31.07,0.57
40.6,-6.71787,5,800,TRUE,150,31.07,0.57
40.7,-6.71787,5,800,TRUE,150,31.07,0.57
40.8,-6.71787,5,800,TRUE,150,31.07,0.57
40.9,-6.71787,5,800,TRUE,150,31.07,0.57
41,-6.71787,5,800,TRUE,150,31.07,0.57
41.1,-6.71787,5,800,TRUE,150,31.07,0.57
41.2,-6.71787,5,800,TRUE,150,31.07,0.57
41.3,-6.71787,5,800,TRUE,150,31.07,0.57
41.4,-6.71787,5,800,TRUE,150,31.07,0.57
41.5,-6.71787,5,800,TRUE,150,31.07,0.57
41.6,-6.71787,5,800,TRUE,150,31.07,0.57
41.7,-6.71787,5,800,TRUE,150,31.07,0.57
41.8,-6.71787,5,800,TRUE,150,31.07,0.57
41.9,-6.71787,5,800,TRUE,150,31.07,0.57
42,-6.71787,5,800,TRUE,150,31.07,0.57
42.1,-6.71787,5,800,TRUE,150,31.07,0.57
42.2,-6.71787,5,800,TRUE,150,31.07,0.57
36.9,-6.61787,0,800,TRUE,150,31.07,0.57
37,-6.61787,0,800,TRUE,150,31.07,0.57
37.1,-6.61787,0,800,TRUE,150,31.07,0.57
37.2,-6.61787,0,800,TRUE,150,31.07,0.57
37.3,-6.61787,0,800,TRUE,150,31.07,0.57
37.4,-6.61787,0,800,TRUE,150,31.07,0.57
37.5,-6.61787,0,800,TRUE,150,31.07,0.57
37.6,-6.61787,0,800,TRUE,150,31.07,0.57
37.7,-6.61787,0,800,TRUE,150,31.07,0.57
37.8,-6.61787,0,800,TRUE,150,31.07,0.57
37.9,-6.61787,0,800,TRUE,150,31.07,0.57
38,-6.61787,0,800,TRUE,150,31.07,0.57
38.1,-6.61787,0,800,TRUE,150,31.07,0.57
38.2,-6.61787,0,800,TRUE,150,31.07,0.57
38.3,-6.61787,5,800,TRUE,150,31.07,0.57
38.4,-6.61787,5,800,TRUE,150,31.07,0.57
38.5,-6.61787,5,800,TRUE,150,31.07,0.57
38.6,-6.61787,5,800,TRUE,150,31.07,0.57
38.7,-6.61787,5,800,TRUE,150,31.07,0.57
38.8,-6.61787,5,800,TRUE,150,31.07,0.57
38.9,-6.61787,5,800,TRUE,150,31.07,0.57
39,-6.61787,5,800,TRUE,150,31.07,0.57
39.1,-6.61787,5,800,TRUE,150,31.07,0.57
39.2,-6.61787,5,800,TRUE,150,31.07,0.57
39.3,-6.61787,5,800,TRUE,150,31.07,0.57
39.4,-6.61787,5,800,TRUE,150,31.07,0.57
39.5,-6.61787,5,800,TRUE,150,31.07,0.57
39.6,-6.61787,5,800,TRUE,150,31.07,0.57
39.7,-6.61787,5,800,TRUE,150,31.07,0.57
39.8,-6.61787,5,800,TRUE,150,31.07,0.57
39.9,-6.61787,5,800,TRUE,150,31.07,0.57
40,-6.61787,5,800,TRUE,150,31.07,0.57
40.1,-6.61787,5,800,TRUE,150,31.07,0.57
40.2,-6.61787,5,800,TRUE,150,31.07,0.57
40.3,-6.61787,5,800,TRUE,150,31.07,0.57
40.4,-6.61787,5,800,TRUE,150,31.07,0.57
40.5,-6.61787,5,800,TRUE,150,31.07,0.57
40.6,-6.61787,5,800,TRUE,150,31.07,0.57
